# Directed graph (each unordered pair of nodes is saved once): Wiki-Vote.txt 
# Wikipedia voting on promotion to administratorship (till January 2008). Directed edge A->B means user A voted on B becoming Wikipedia administrator.
# Nodes: 7115 Edges: 103689
#FromNodeId	ToNodeId
11	3615
11	3631
11	3635
11	3645
11	3650
11	3660
11	3661
11	3680
11	3748
11	3755
11	3787
11	3800
11	3806
11	3807
11	3812
11	3830
11	3843
11	3847
11	3871
11	3892
11	3903
11	3926
11	3937
11	3956
11	3958
11	3967
11	3970
11	4011
11	4013
11	4021
11	4024
11	4040
11	4043
11	4044
11	4055
11	4058
11	4065
11	4072
11	4088
11	4103
11	4124
11	4162
11	4179
11	4201
11	4212
11	4231
11	4247
11	4256
11	4261
11	4263
11	4266
11	4269
11	4289
11	4290
11	4297
11	4299
11	4335
11	4384
11	4417
11	4422
11	4424
11	4463
11	4485
11	4510
11	4528
11	4531
11	4547
11	4578
11	4613
11	4661
11	4662
11	4706
11	4709
11	4719
11	4796
11	4808
11	4811
11	4814
11	4820
11	4827
11	4938
11	4962
11	5026
11	5037
11	5055
11	5073
11	5092
11	5100
11	5106
11	5130
11	5132
11	5144
11	5802
11	6170
11	6496
11	6715
11	6739
11	8286
11	8287
11	8290
11	8291
11	8293
12	8
12	28
12	30
12	56
12	72
12	80
12	214
12	219
12	232
12	236
12	250
12	255
12	257
12	259
12	274
12	282
12	286
12	290
12	299
12	349
12	356
12	362
12	390
12	407
12	427
12	428
12	432
12	435
12	538
12	564
12	609
12	631
12	644
12	663
12	668
12	675
12	677
12	697
12	706
12	725
12	748
12	756
12	765
12	793
12	805
12	810
12	822
12	838
12	857
12	937
12	1014
12	1160
12	1241
12	1297
12	1464
12	1573
12	1629
12	1638
12	2252
12	2708
12	3371
12	3843
12	4233
12	8287
12	8291
13	28
13	30
13	178
13	214
13	216
13	232
13	250
13	252
13	271
13	302
13	341
14	3
14	10
14	23
14	28
14	30
14	32
14	49
14	54
14	55
14	56
14	61
14	75
14	95
14	127
14	130
14	140
14	150
14	152
14	178
14	182
14	183
14	192
14	214
14	216
14	219
14	224
14	226
14	236
14	250
14	259
14	261
14	271
14	282
14	299
14	324
14	325
14	338
14	356
14	363
14	368
14	371
14	377
14	378
14	390
14	391
14	394
14	396
14	402
14	421
14	422
14	427
14	440
14	477
14	517
14	524
14	538
14	560
14	564
14	566
14	567
14	581
14	584
14	589
14	609
14	611
14	613
14	616
14	617
14	619
14	626
14	631
14	650
14	656
14	665
14	797
14	968
14	1031
14	1053
14	1080
14	1123
14	1164
14	1259
14	1307
14	1385
14	1496
14	1717
14	1835
14	1842
14	1855
14	1864
14	1927
14	1966
14	2016
14	2066
14	2117
14	2134
14	2193
14	2339
14	2384
14	2470
14	2475
14	2479
14	2565
14	2587
14	2595
14	2643
14	2653
14	3192
14	3562
14	4055
14	4179
14	4247
14	8285
14	8287
15	8
15	23
15	28
15	30
15	32
15	33
15	38
15	49
15	54
15	55
15	56
15	61
15	95
15	105
15	152
15	214
15	299
15	368
15	417
15	477
15	560
15	589
15	600
15	667
15	737
15	756
15	762
15	893
15	974
15	1006
15	1297
15	1717
15	2066
15	2144
15	2229
15	2398
15	2643
15	2651
15	3005
15	3334
15	3755
15	4037
15	4561
15	4600
15	4645
15	4658
15	7632
15	7871
15	8287
15	8292
16	28
16	30
16	637
16	749
16	789
16	817
16	857
16	887
16	982
16	993
16	1186
16	1374
16	1412
16	1580
16	1672
17	3
17	8
17	10
17	28
17	30
17	32
17	33
17	35
17	50
17	54
17	55
17	95
17	108
17	127
17	135
17	183
17	214
17	258
17	261
17	271
17	273
17	282
17	299
17	339
17	356
17	359
17	377
17	378
17	391
17	524
17	590
17	592
17	624
17	656
17	658
17	667
17	675
17	739
17	750
17	756
17	941
17	982
17	1190
17	1218
17	1513
18	30
18	36
18	55
18	144
18	192
18	214
18	308
18	429
18	477
18	549
18	643
18	2570
19	3
19	6
19	23
19	28
19	30
19	33
19	38
19	50
19	54
19	55
19	61
19	89
19	127
19	130
19	132
19	151
19	154
19	163
19	168
19	182
19	183
19	214
19	216
19	219
19	250
19	252
19	257
19	261
19	271
19	274
19	286
19	299
19	371
19	564
19	581
19	584
19	589
19	590
19	592
20	3
20	6
20	19
20	30
20	33
20	34
20	36
20	50
20	54
20	55
20	56
20	61
20	75
20	80
20	89
20	105
20	132
20	135
20	140
20	151
20	153
20	167
20	168
20	182
20	183
20	214
20	216
20	224
20	232
20	243
20	250
20	252
20	255
20	257
20	258
20	261
20	271
20	274
20	282
20	286
20	299
20	306
20	308
20	310
20	321
20	322
20	325
20	339
20	348
20	350
20	363
20	368
20	370
20	371
20	377
20	378
20	379
20	391
20	402
20	405
20	425
20	427
20	429
20	447
20	465
20	477
20	564
20	567
20	590
20	592
20	600
20	606
20	609
20	611
20	624
20	626
20	631
20	636
20	650
20	656
20	657
20	658
20	667
20	673
20	675
20	677
20	681
20	697
20	700
20	704
20	706
20	707
20	722
20	723
20	746
20	749
20	756
20	765
20	803
20	829
20	838
20	853
20	861
20	864
20	896
20	918
20	941
20	943
20	979
20	981
20	982
20	993
20	994
20	1034
20	1044
20	1055
20	1062
20	1075
20	1156
20	1164
20	1167
20	1190
20	1211
20	1218
20	1307
20	1321
20	1352
20	1374
20	1389
20	1396
20	1402
20	1501
20	1513
20	1569
20	1585
20	1597
20	1604
20	1680
20	1692
20	1730
20	1758
20	1774
20	1783
20	1787
20	1855
20	1859
20	1919
20	1965
20	1966
20	2134
20	2165
20	2281
20	2285
20	2324
20	2339
20	2348
20	2411
20	2484
20	2517
20	2565
20	2693
20	2774
20	2775
20	2777
20	2828
20	2877
20	2900
20	3027
20	3136
20	3371
20	3456
20	3516
20	3614
20	3755
20	4179
20	4373
20	5327
20	5714
20	5775
20	5780
20	5814
20	5818
20	6229
20	6262
20	6780
20	7726
20	8288
21	28
21	30
21	35
21	54
21	61
21	75
21	86
21	89
21	105
21	135
21	140
21	144
21	150
21	168
21	183
21	219
21	236
21	243
21	250
21	252
21	271
21	299
21	308
21	334
21	356
21	370
21	422
21	429
21	433
21	439
21	447
21	465
21	488
21	549
21	590
21	592
21	611
21	613
21	637
21	656
21	657
21	664
21	667
21	723
21	725
21	760
21	765
21	789
21	794
21	802
21	837
21	853
21	868
21	871
21	887
21	893
21	908
21	932
21	960
21	963
21	1014
21	1049
21	1190
21	1297
21	1476
21	1707
21	1717
21	1726
21	2085
21	2117
21	2181
21	2202
21	2410
21	2685
21	2727
21	2814
22	30
22	1407
23	29
23	30
23	33
23	38
23	39
23	50
23	55
23	80
23	94
23	127
23	135
23	144
23	151
23	163
23	168
23	175
23	183
23	214
23	236
23	252
23	257
23	271
23	280
23	282
23	299
23	300
23	302
23	304
23	308
23	313
23	325
23	406
23	549
23	586
23	587
23	590
23	601
23	616
23	617
23	656
23	664
23	667
23	670
23	673
23	674
23	700
23	706
23	715
23	725
23	760
23	765
23	794
23	810
23	857
23	881
23	897
23	904
23	906
23	942
23	945
23	972
23	981
23	989
23	1014
23	1029
23	1039
23	1053
23	1061
23	1123
23	1478
23	1538
23	1593
23	1638
23	8288
24	3
24	8
24	15
24	19
24	28
24	30
24	33
24	34
24	35
24	36
24	50
24	54
24	72
24	130
24	132
24	150
24	214
24	228
24	230
24	243
24	255
24	259
24	271
24	280
24	299
24	310
24	311
24	321
24	334
24	348
24	370
24	373
24	378
24	391
24	407
24	415
24	417
24	465
24	545
24	549
24	560
24	579
24	589
24	600
24	626
24	633
24	636
24	643
24	644
24	647
24	663
24	667
24	681
24	696
24	697
24	706
24	707
24	710
24	719
24	722
24	739
24	742
24	750
24	756
24	760
24	762
24	763
24	769
24	803
24	813
24	817
24	829
24	849
24	853
24	856
24	857
24	863
24	887
24	893
24	895
24	908
24	932
24	935
24	945
24	946
24	960
24	993
24	994
24	999
24	1018
24	1034
24	1043
24	1053
24	1075
24	1080
24	1100
24	1111
24	1123
24	1125
24	1156
24	1164
24	1165
24	1186
24	1193
24	1200
24	1234
24	1250
24	1267
24	1284
24	1285
24	1297
24	1310
24	1315
24	1330
24	1353
24	1357
24	1360
24	1416
24	1419
24	1439
24	1442
24	1473
24	1482
24	1497
24	1501
24	1538
24	1542
24	1547
24	1548
24	1549
24	1566
24	1585
24	1608
24	1622
24	1633
24	1641
24	1646
24	1658
24	1669
24	1697
24	1705
24	1717
24	1723
24	1729
24	1734
24	1754
24	1769
24	1772
24	1781
24	1808
24	1814
24	1816
24	1835
24	1836
24	1837
24	1842
24	1855
24	1858
24	1880
24	1893
24	1901
24	1903
24	1927
24	1953
24	1956
24	1963
24	1966
24	1969
24	1977
24	1987
24	2004
24	2055
24	2060
24	2062
24	2066
24	2117
24	2119
24	2137
24	2144
24	2193
24	2209
24	2225
24	2237
24	2264
24	2276
24	2323
24	2328
24	2329
24	2341
24	2345
24	2354
24	2371
24	2375
24	2385
24	2398
24	2504
24	2508
24	2516
24	2542
24	2560
24	2579
24	2585
24	2587
24	2595
24	2612
24	2619
24	2625
24	2660
24	2667
24	2696
24	2697
24	2707
24	2746
24	2754
24	2760
24	2763
24	2815
24	2819
24	2822
24	2830
24	2871
24	2922
24	2926
24	2955
24	2963
24	2999
24	3018
24	3028
24	3089
24	3136
24	3164
24	3192
24	3351
24	3352
24	3408
24	3410
24	3439
24	3443
24	3447
24	3452
24	3456
24	3458
24	3473
24	3537
24	3568
24	3586
24	3607
24	3643
24	3660
24	3661
24	3748
24	3792
24	3800
24	3843
24	3854
24	3898
24	3903
24	3910
24	4040
24	4261
24	4276
24	4299
24	4310
24	4338
24	4349
24	4373
24	4463
24	4485
24	4510
24	4706
24	4709
24	4712
24	4792
24	4796
24	4811
24	4827
24	4944
24	4953
24	4999
24	5026
24	5037
24	5055
24	5123
24	5162
24	5254
24	5327
24	5341
24	5412
24	5423
24	5484
24	5511
24	5596
24	5714
24	5818
24	5863
24	6097
24	6229
24	6272
24	6441
24	6496
24	6566
24	6833
24	6855
24	6869
24	6948
24	6955
24	7119
24	7143
24	7144
54	3
54	28
54	214
54	299
54	356
54	373
54	394
28	3
28	6
28	8
28	19
28	29
28	33
28	34
28	35
28	38
28	49
28	50
28	54
28	55
28	56
28	61
28	75
28	80
28	86
28	94
28	127
28	130
28	132
28	135
28	144
28	147
28	150
28	151
28	152
28	154
28	163
28	178
28	182
28	192
28	214
28	216
28	224
28	226
28	228
28	232
28	236
28	246
28	250
28	252
28	259
28	261
28	271
28	273
28	280
28	282
28	299
28	301
28	302
28	304
28	310
28	313
28	319
28	322
28	325
28	356
28	370
28	391
28	396
28	402
28	405
28	406
28	415
28	428
28	435
28	439
28	488
28	514
28	584
28	587
28	590
28	600
28	613
28	616
28	627
28	631
28	636
28	645
28	656
28	658
28	659
28	667
28	670
28	673
28	675
28	677
28	681
28	687
28	715
28	723
28	725
28	730
28	739
28	741
28	743
28	746
28	748
28	750
28	756
28	789
28	798
28	857
28	859
28	864
28	895
28	934
28	958
28	979
28	991
28	1014
28	1026
28	1030
28	1077
28	1160
28	1186
28	1190
28	1201
28	1286
28	1428
28	1604
28	1608
28	1638
28	1964
28	2470
28	2479
28	2801
28	6251
28	8282
28	8284
28	8285
33	8
33	28
33	38
33	50
33	54
33	56
33	127
33	140
33	144
33	147
33	167
33	178
33	183
33	214
33	396
33	402
33	440
33	538
33	545
33	1144
33	1241
33	1717
33	2119
33	2165
34	3
34	6
34	39
34	54
34	282
36	15
36	28
36	35
36	38
36	50
36	54
36	55
36	80
36	86
36	89
36	152
36	204
36	226
36	228
36	232
36	255
36	271
36	274
36	282
36	299
36	304
36	308
36	310
36	313
36	322
36	325
36	332
36	334
36	348
36	356
36	370
36	373
36	377
36	391
36	394
36	396
36	402
36	417
36	427
36	431
36	439
36	465
36	549
36	560
36	579
36	600
36	626
36	636
36	637
36	643
36	644
36	656
36	663
36	665
36	667
36	681
36	697
36	704
36	707
36	710
36	719
36	722
36	730
36	733
36	737
36	762
36	813
36	817
36	838
36	844
36	849
36	857
36	859
36	861
36	895
36	908
36	922
36	941
36	945
36	958
36	959
36	972
36	975
36	981
36	982
36	993
36	999
36	1023
36	1026
36	1038
36	1075
36	1111
36	1123
36	1125
36	1127
36	1131
36	1166
36	1186
36	1190
36	1193
36	1196
36	1222
36	1234
36	1296
36	1297
36	1307
36	1310
36	1353
36	1357
36	1372
36	1377
36	1378
36	1402
36	1413
36	1416
36	1468
36	1489
36	1506
36	1513
36	1518
36	1524
36	1538
36	1549
36	1555
36	1566
36	1585
36	1608
36	1621
36	1701
36	1707
36	1726
36	1769
36	1783
36	1816
36	1842
36	1848
36	1855
36	1956
36	1964
36	1969
36	1997
36	2066
36	2071
36	2109
36	2117
36	2120
36	2135
36	2145
36	2237
36	2241
36	2297
36	2328
36	2329
36	2381
36	2456
36	2470
36	2485
36	2506
36	2570
36	2579
36	2594
36	2599
36	2619
36	2620
36	2625
36	2651
36	2655
36	2685
36	2689
36	2775
36	2831
36	2834
36	2871
36	3034
36	3089
36	3136
36	3150
36	3192
36	3258
36	3274
36	3334
36	3352
36	3394
36	3443
36	3454
36	3456
36	3480
36	3489
36	3537
36	3562
36	3586
36	3680
36	4065
36	4099
36	4201
36	4303
36	4483
36	4574
36	4578
36	4712
36	4717
36	4781
36	4929
36	5022
36	5144
36	5412
36	5459
36	5529
36	5605
36	5697
36	5714
36	5799
36	5804
36	5822
36	5897
36	6006
36	6044
36	6151
36	6437
36	6496
36	6955
36	7115
36	7289
36	7632
36	7908
36	8174
36	8282
35	3
35	33
35	39
35	50
35	54
35	132
35	135
35	151
35	152
35	153
35	183
35	214
35	226
35	227
35	243
35	257
35	259
35	261
35	271
35	274
35	299
35	300
35	339
35	348
35	356
35	362
35	370
35	373
35	377
35	378
35	379
35	390
35	391
35	394
35	402
35	415
35	422
35	545
35	644
35	647
35	803
35	853
35	907
35	960
35	963
35	971
35	978
35	1023
35	1026
35	1075
35	1127
35	1193
35	1203
35	1297
35	1330
35	1377
35	1389
35	1413
35	1418
35	1439
35	1446
35	1465
35	1468
35	1476
35	1484
37	50
37	54
37	168
37	216
37	252
37	299
37	325
37	370
37	608
37	609
37	656
37	762
37	881
37	2775
37	3456
37	3976
37	4310
37	4735
37	5412
37	5780
38	54
38	55
38	56
38	75
38	152
38	182
38	280
38	302
38	415
38	589
38	609
38	922
38	1836
38	2385
39	6
39	8
39	23
39	28
39	29
39	33
39	35
39	50
39	54
39	80
39	127
39	135
39	147
39	152
39	163
39	168
39	182
39	216
39	252
39	271
39	282
39	299
39	319
39	325
39	341
39	407
39	415
39	549
39	611
39	613
39	628
39	631
39	659
39	706
39	756
39	779
39	793
39	822
39	878
